Date,Interest,CPI,Close,PE,"Apple Quarterly Revenue
2019-06-12,0.0237,256.143,48.54750061,9.108349083,58.015,11.561,0.2534,0.62
2019-06-13,0.0237,256.143,48.53749847,9.106472509,58.015,11.561,0.2534,0.62
2019-06-14,0.0236,256.143,48.18500137,9.040337969,58.015,11.561,0.2534,0.62
2019-06-17,0.0238,256.143,48.47249985,9.094277645,58.015,11.561,0.2534,0.62
2019-06-18,0.0237,256.143,49.61249924,9.308161208,58.015,11.561,0.2534,0.62
2019-06-19,0.0237,256.143,49.46749878,9.280956619,58.015,11.561,0.2534,0.62
2019-06-20,0.0237,256.143,49.86500168,9.355535024,58.015,11.561,0.2534,0.62
2019-06-21,0.0238,256.143,49.69499969,9.323639718,58.015,11.561,0.2534,0.62
2019-06-24,0.0238,256.143,49.64500046,9.314258998,58.015,11.561,0.2534,0.62
2019-06-25,0.0238,256.143,48.89250183,9.173077267,58.015,11.561,0.2534,0.62
2019-06-26,0.0238,256.143,49.95000076,9.37148232,58.015,11.561,0.2534,0.62
2019-06-27,0.0238,256.143,49.93500137,9.368668175,58.015,11.561,0.2534,0.62
2019-06-28,0.024,256.143,49.47999954,9.515384527,53.809,10.044,0.2487,0.55
2019-07-01,0.0239,256.571,50.38750076,9.689903993,53.809,10.044,0.2487,0.55
2019-07-02,0.024,256.571,50.68249893,9.74663441,53.809,10.044,0.2487,0.55
2019-07-03,0.0241,256.571,51.10250092,9.827404022,53.809,10.044,0.2487,0.55
2019-07-05,0.0242,256.571,51.05749893,9.818749795,53.809,10.044,0.2487,0.55
2019-07-08,0.0241,256.571,50.00500107,9.616346359,53.809,10.044,0.2487,0.55
2019-07-09,0.0241,256.571,50.31000137,9.675000264,53.809,10.044,0.2487,0.55
2019-07-10,0.0241,256.571,50.80749893,9.770672872,53.809,10.044,0.2487,0.55
2019-07-11,0.024,256.571,50.4375,9.699519231,53.809,10.044,0.2487,0.55
2019-07-12,0.0238,256.571,50.82500076,9.774038608,53.809,10.044,0.2487,0.55
2019-07-15,0.024,256.571,51.30250168,9.865865707,53.809,10.044,0.2487,0.55
2019-07-16,0.0241,256.571,51.125,9.831730769,53.809,10.044,0.2487,0.55
2019-07-17,0.0241,256.571,50.83750153,9.776442601,53.809,10.044,0.2487,0.55
2019-07-18,0.0241,256.571,51.41500092,9.887500176,53.809,10.044,0.2487,0.55
2019-07-19,0.0241,256.571,50.64749908,9.73990367,53.809,10.044,0.2487,0.55
2019-07-22,0.024,256.571,51.80500031,9.962500059,53.809,10.044,0.2487,0.55
2019-07-23,0.024,256.571,52.20999908,10.04038444,53.809,10.044,0.2487,0.55
2019-07-24,0.024,256.571,52.16749954,10.03221145,53.809,10.044,0.2487,0.55
2019-07-25,0.024,256.571,51.75500107,9.952884821,53.809,10.044,0.2487,0.55
2019-07-26,0.024,256.571,51.93500137,9.987500264,53.809,10.044,0.2487,0.55
2019-07-29,0.024,256.571,52.41999817,10.08076888,53.809,10.044,0.2487,0.55
2019-07-30,0.0239,256.571,52.19499969,10.03749994,53.809,10.044,0.2487,0.55
2019-07-31,0.024,256.571,53.25999832,10.24230737,53.809,10.044,0.2487,0.55
2019-08-01,0.0214,256.558,52.10749817,10.02067272,53.809,10.044,0.2487,0.55
2019-08-02,0.0214,256.558,51.00500107,9.808654052,53.809,10.044,0.2487,0.55
2019-08-05,0.0213,256.558,48.33499908,9.295192132,53.809,10.044,0.2487,0.55
2019-08-06,0.0213,256.558,49.25,9.471153846,53.809,10.044,0.2487,0.55
2019-08-07,0.0212,256.558,49.75999832,9.569230446,53.809,10.044,0.2487,0.55
2019-08-08,0.0212,256.558,50.85749817,9.780288109,53.809,10.044,0.2487,0.55
2019-08-09,0.0212,256.558,50.24750137,9.662981033,53.809,10.044,0.2487,0.55
2019-08-12,0.0212,256.558,50.11999893,9.638461333,53.809,10.044,0.2487,0.55
2019-08-13,0.0212,256.558,52.24250031,10.04663467,53.809,10.044,0.2487,0.55
2019-08-14,0.0212,256.558,50.6875,9.747596154,53.809,10.044,0.2487,0.55
2019-08-15,0.0213,256.558,50.43500137,9.699038726,53.809,10.044,0.2487,0.55
2019-08-16,0.0213,256.558,51.625,9.927884615,53.809,10.044,0.2487,0.55
2019-08-19,0.0213,256.558,52.58750153,10.11298106,53.809,10.044,0.2487,0.55
2019-08-20,0.0213,256.558,52.59000015,10.11346157,53.809,10.044,0.2487,0.55
2019-08-21,0.0212,256.558,53.15999985,10.22307689,53.809,10.044,0.2487,0.55
2019-08-22,0.0212,256.558,53.11500168,10.2144234,53.809,10.044,0.2487,0.55
2019-08-23,0.0212,256.558,50.65999985,9.742307663,53.809,10.044,0.2487,0.55
2019-08-26,0.0212,256.558,51.62250137,9.92740411,53.809,10.044,0.2487,0.55
2019-08-27,0.0212,256.558,51.04000092,9.815384791,53.809,10.044,0.2487,0.55
2019-08-28,0.0212,256.558,51.38249969,9.881249941,53.809,10.044,0.2487,0.55
2019-08-29,0.0212,256.558,52.25249863,10.04855743,53.809,10.044,0.2487,0.55
2019-08-30,0.0213,256.558,52.18500137,10.03557719,53.809,10.044,0.2487,0.55
2019-09-03,0.0213,256.759,51.42499924,9.88942293,53.809,10.044,0.2487,0.55
2019-09-04,0.0213,256.759,52.29750061,10.05721166,53.809,10.044,0.2487,0.55
2019-09-05,0.0213,256.759,53.31999969,10.2538461,53.809,10.044,0.2487,0.55
2019-09-06,0.0212,256.759,53.31499863,10.25288435,53.809,10.044,0.2487,0.55
2019-09-09,0.0213,256.759,53.54249954,10.29663453,53.809,10.044,0.2487,0.55
2019-09-10,0.0213,256.759,54.17499924,10.41826908,53.809,10.044,0.2487,0.55
2019-09-11,0.0213,256.759,55.89749908,10.74951905,53.809,10.044,0.2487,0.55
2019-09-12,0.0213,256.759,55.77249908,10.72548059,53.809,10.044,0.2487,0.55
2019-09-13,0.0214,256.759,54.6875,10.51682692,53.809,10.044,0.2487,0.55
2019-09-16,0.0225,256.759,54.97499847,10.57211509,53.809,10.044,0.2487,0.55
2019-09-17,0.023,256.759,55.17499924,10.61057678,53.809,10.044,0.2487,0.55
2019-09-18,0.0225,256.759,55.69250107,10.71009636,53.809,10.044,0.2487,0.55
2019-09-19,0.019,256.759,55.24000168,10.62307725,53.809,10.044,0.2487,0.55
2019-09-20,0.019,256.759,54.43249893,10.46778826,53.809,10.044,0.2487,0.55
2019-09-23,0.019,256.759,54.68000031,10.51538467,53.809,10.044,0.2487,0.55
2019-09-24,0.019,256.759,54.41999817,10.46538426,53.809,10.044,0.2487,0.55
2019-09-25,0.019,256.759,55.25749969,10.62644225,53.809,10.044,0.2487,0.55
2019-09-26,0.0185,256.759,54.97249985,10.57163459,53.809,10.044,0.2487,0.55
2019-09-27,0.0183,256.759,54.70500183,10.52019266,53.809,10.044,0.2487,0.55
2019-09-30,0.019,256.759,55.99250031,18.72658873,64.04,13.686,0.2457,0.77
2019-10-01,0.0188,257.346,56.14749908,18.77842779,64.04,13.686,0.2457,0.77
2019-10-02,0.0185,257.346,54.74000168,18.30769287,64.04,13.686,0.2457,0.77
2019-10-03,0.0183,257.346,55.20500183,18.46321131,64.04,13.686,0.2457,0.77
2019-10-04,0.0182,257.346,56.75249863,18.98076877,64.04,13.686,0.2457,0.77
2019-10-07,0.0182,257.346,56.76499939,18.98494963,64.04,13.686,0.2457,0.77
2019-10-08,0.0182,257.346,56.09999847,18.7625413,64.04,13.686,0.2457,0.77
2019-10-09,0.0182,257.346,56.75749969,18.98244137,64.04,13.686,0.2457,0.77
2019-10-10,0.0182,257.346,57.52249908,19.23829401,64.04,13.686,0.2457,0.77
2019-10-11,0.0182,257.346,59.05250168,19.75000056,64.04,13.686,0.2457,0.77
2019-10-14,0.0182,257.346,58.96749878,19.7215715,64.04,13.686,0.2457,0.77
2019-10-15,0.019,257.346,58.83000183,19.6755859,64.04,13.686,0.2457,0.77
2019-10-16,0.019,257.346,58.59249878,19.59615344,64.04,13.686,0.2457,0.77
2019-10-17,0.0185,257.346,58.81999969,19.6722407,64.04,13.686,0.2457,0.77
2019-10-18,0.0185,257.346,59.10250092,19.76672271,64.04,13.686,0.2457,0.77
2019-10-21,0.0185,257.346,60.12749863,20.10953131,64.04,13.686,0.2457,0.77
2019-10-22,0.0185,257.346,59.99000168,20.06354571,64.04,13.686,0.2457,0.77
2019-10-23,0.0185,257.346,60.79499817,20.33277531,64.04,13.686,0.2457,0.77
2019-10-24,0.0185,257.346,60.89500046,20.36622089,64.04,13.686,0.2457,0.77
2019-10-25,0.0183,257.346,61.64500046,20.61705701,64.04,13.686,0.2457,0.77
2019-10-28,0.0183,257.346,62.26250076,20.82357885,64.04,13.686,0.2457,0.77
2019-10-29,0.0182,257.346,60.82249832,20.34197268,64.04,13.686,0.2457,0.77
2019-10-30,0.0182,257.346,60.81499863,20.33946442,64.04,13.686,0.2457,0.77
2019-10-31,0.0158,257.346,62.18999863,20.79933064,64.04,13.686,0.2457,0.77
2019-11-01,0.0157,257.208,63.95500183,21.38963272,64.04,13.686,0.2457,0.77
2019-11-04,0.0156,257.208,64.375,21.53010033,64.04,13.686,0.2457,0.77
2019-11-05,0.0156,257.208,64.28250122,21.49916429,64.04,13.686,0.2457,0.77
2019-11-06,0.0155,257.208,64.30999756,21.50836039,64.04,13.686,0.2457,0.77
2019-11-07,0.0155,257.208,64.85749817,21.69147096,64.04,13.686,0.2457,0.77
2019-11-08,0.0155,257.208,65.03500366,21.75083735,64.04,13.686,0.2457,0.77
2019-11-11,0.0155,257.208,65.55000305,21.92307794,64.04,13.686,0.2457,0.77
2019-11-12,0.0155,257.208,65.48999786,21.90300932,64.04,13.686,0.2457,0.77
2019-11-13,0.0155,257.208,66.11750031,22.11287636,64.04,13.686,0.2457,0.77
2019-11-14,0.0155,257.208,65.66000366,21.95986745,64.04,13.686,0.2457,0.77
2019-11-15,0.0155,257.208,66.44000244,22.2207366,64.04,13.686,0.2457,0.77
2019-11-18,0.0155,257.208,66.77500153,22.33277643,64.04,13.686,0.2457,0.77
2019-11-19,0.0155,257.208,66.57250214,22.26505088,64.04,13.686,0.2457,0.77
2019-11-20,0.0155,257.208,65.79750061,22.00585305,64.04,13.686,0.2457,0.77
2019-11-21,0.0155,257.208,65.50250244,21.90719145,64.04,13.686,0.2457,0.77
2019-11-22,0.0155,257.208,65.44499969,21.88795976,64.04,13.686,0.2457,0.77
2019-11-25,0.0155,257.208,66.59249878,22.27173872,64.04,13.686,0.2457,0.77
2019-11-26,0.0155,257.208,66.07250214,22.0978268,64.04,13.686,0.2457,0.77
2019-11-27,0.0155,257.208,66.95999908,22.39464852,64.04,13.686,0.2457,0.77
2019-11-29,0.0156,257.208,66.8125,22.34531773,64.04,13.686,0.2457,0.77
2019-12-02,0.0156,256.974,66.04000092,22.08695683,64.04,13.686,0.2457,0.77
2019-12-03,0.0155,256.974,64.86250305,21.69314483,64.04,13.686,0.2457,0.77
2019-12-04,0.0155,256.974,65.43499756,21.88461457,64.04,13.686,0.2457,0.77
2019-12-05,0.0155,256.974,66.39499664,22.2056845,64.04,13.686,0.2457,0.77
2019-12-06,0.0155,256.974,67.67749786,22.63461467,64.04,13.686,0.2457,0.77
2019-12-09,0.0155,256.974,66.73000336,22.31772688,64.04,13.686,0.2457,0.77
2019-12-10,0.0155,256.974,67.12000275,22.44816145,64.04,13.686,0.2457,0.77
2019-12-11,0.0155,256.974,67.69249725,22.63963119,64.04,13.686,0.2457,0.77
2019-12-12,0.0155,256.974,67.86499786,22.6973237,64.04,13.686,0.2457,0.77
2019-12-13,0.0155,256.974,68.78749847,23.00585233,64.04,13.686,0.2457,0.77
2019-12-16,0.0156,256.974,69.96499634,23.39966433,64.04,13.686,0.2457,0.77
2019-12-17,0.0155,256.974,70.10250092,23.44565248,64.04,13.686,0.2457,0.77
2019-12-18,0.0155,256.974,69.93499756,23.38963129,64.04,13.686,0.2457,0.77
2019-12-19,0.0155,256.974,70.00499725,23.41304256,64.04,13.686,0.2457,0.77
2019-12-20,0.0155,256.974,69.86000061,23.3645487,64.04,13.686,0.2457,0.77
2019-12-23,0.0155,256.974,71.0,23.7458194,64.04,13.686,0.2457,0.77
2019-12-24,0.0155,256.974,71.06749725,23.76839373,64.04,13.686,0.2457,0.77
2019-12-26,0.0155,256.974,72.47750092,24.23996686,64.04,13.686,0.2457,0.77
2019-12-27,0.0155,256.974,72.44999695,24.23076821,64.04,13.686,0.2457,0.77
2019-12-30,0.0155,256.974,72.87999725,24.37458102,64.04,13.686,0.2457,0.77
2019-12-31,0.0155,256.974,73.41249847,23.01332241,91.819,22.236,0.2471,1.25
2020-01-02,0.0155,257.971,75.08750153,23.53840173,91.819,22.236,0.2471,1.25
2020-01-03,0.0155,257.971,74.35749817,23.30956055,91.819,22.236,0.2471,1.25
2020-01-06,0.0155,257.971,74.94999695,23.49529685,91.819,22.236,0.2471,1.25
2020-01-07,0.0155,257.971,74.59750366,23.38479739,91.819,22.236,0.2471,1.25
2020-01-08,0.0155,257.971,75.79750061,23.76097198,91.819,22.236,0.2471,1.25
2020-01-09,0.0155,257.971,77.40750122,24.26567436,91.819,22.236,0.2471,1.25
2020-01-10,0.0154,257.971,77.58249664,24.32053186,91.819,22.236,0.2471,1.25
2020-01-13,0.0154,257.971,79.23999786,24.84012472,91.819,22.236,0.2471,1.25
2020-01-14,0.0154,257.971,78.16999817,24.50470162,91.819,22.236,0.2471,1.25
2020-01-15,0.0154,257.971,77.83499908,24.39968623,91.819,22.236,0.2471,1.25
2020-01-16,0.0154,257.971,78.80999756,24.70532839,91.819,22.236,0.2471,1.25
2020-01-17,0.0155,257.971,79.68250275,24.97884099,91.819,22.236,0.2471,1.25
2020-01-21,0.0155,257.971,79.14250183,24.8095617,91.819,22.236,0.2471,1.25
2020-01-22,0.0155,257.971,79.42500305,24.89812008,91.819,22.236,0.2471,1.25
2020-01-23,0.0155,257.971,79.80750275,25.01802594,91.819,22.236,0.2471,1.25
2020-01-24,0.0155,257.971,79.57749939,24.94592457,91.819,22.236,0.2471,1.25
2020-01-27,0.0155,257.971,77.23750305,24.2123834,91.819,22.236,0.2471,1.25
2020-01-28,0.0155,257.971,79.42250061,24.89733561,91.819,22.236,0.2471,1.25
2020-01-29,0.0155,257.971,81.08499908,25.41849501,91.819,22.236,0.2471,1.25
2020-01-30,0.016,257.971,80.96749878,25.38166106,91.819,22.236,0.2471,1.25
2020-01-31,0.0159,257.971,77.37750244,24.25627036,91.819,22.236,0.2471,1.25
2020-02-03,0.0159,258.678,77.16500092,24.18965546,91.819,22.236,0.2471,1.25
2020-02-04,0.0159,258.678,79.71250153,24.98824499,91.819,22.236,0.2471,1.25
2020-02-05,0.0159,258.678,80.36250305,25.19200723,91.819,22.236,0.2471,1.25
2020-02-06,0.0159,258.678,81.30249786,25.48667645,91.819,22.236,0.2471,1.25
2020-02-07,0.0158,258.678,80.00749969,25.08072091,91.819,22.236,0.2471,1.25
2020-02-10,0.0158,258.678,80.38749695,25.1998423,91.819,22.236,0.2471,1.25
2020-02-11,0.0158,258.678,79.90249634,25.04780449,91.819,22.236,0.2471,1.25
2020-02-12,0.0158,258.678,81.80000305,25.64263419,91.819,22.236,0.2471,1.25
2020-02-13,0.0158,258.678,81.21749878,25.46003097,91.819,22.236,0.2471,1.25
2020-02-14,0.0158,258.678,81.23750305,25.4663019,91.819,22.236,0.2471,1.25
2020-02-18,0.0159,258.678,79.75,25.0,91.819,22.236,0.2471,1.25
2020-02-19,0.0159,258.678,80.90499878,25.36206858,91.819,22.236,0.2471,1.25
2020-02-20,0.0159,258.678,80.07499695,25.10187992,91.819,22.236,0.2471,1.25
2020-02-21,0.0158,258.678,78.26249695,24.5336981,91.819,22.236,0.2471,1.25
2020-02-24,0.0158,258.678,74.54499817,23.36833798,91.819,22.236,0.2471,1.25
2020-02-25,0.0158,258.678,72.01999664,22.57680146,91.819,22.236,0.2471,1.25
2020-02-26,0.0158,258.678,73.16249847,22.9349525,91.819,22.236,0.2471,1.25
2020-02-27,0.0158,258.678,68.37999725,21.43573582,91.819,22.236,0.2471,1.25
2020-02-28,0.0158,258.678,68.33999634,21.42319634,91.819,22.236,0.2471,1.25
2020-03-02,0.0159,258.115,74.70249939,23.41771141,91.819,22.236,0.2471,1.25
2020-03-03,0.0159,258.115,72.33000183,22.67398177,91.819,22.236,0.2471,1.25
2020-03-04,0.0109,258.115,75.68499756,23.72570456,91.819,22.236,0.2471,1.25
2020-03-05,0.0109,258.115,73.23000336,22.9561139,91.819,22.236,0.2471,1.25
2020-03-06,0.0109,258.115,72.25749969,22.65125382,91.819,22.236,0.2471,1.25
2020-03-09,0.0109,258.115,66.54250336,20.85971892,91.819,22.236,0.2471,1.25
2020-03-10,0.0109,258.115,71.33499908,22.36206868,91.819,22.236,0.2471,1.25
2020-03-11,0.0109,258.115,68.85749817,21.58542262,91.819,22.236,0.2471,1.25
2020-03-12,0.011,258.115,62.05749893,19.45376142,91.819,22.236,0.2471,1.25
2020-03-13,0.011,258.115,69.49250031,21.78448285,91.819,22.236,0.2471,1.25
2020-03-16,0.0025,258.115,60.55250168,18.98197545,91.819,22.236,0.2471,1.25
2020-03-17,0.0025,258.115,63.21500015,19.81661447,91.819,22.236,0.2471,1.25
2020-03-18,0.0025,258.115,61.66749954,19.33150456,91.819,22.236,0.2471,1.25
2020-03-19,0.002,258.115,61.19499969,19.18338548,91.819,22.236,0.2471,1.25
2020-03-20,0.0015,258.115,57.31000137,17.96551767,91.819,22.236,0.2471,1.25
2020-03-23,0.0015,258.115,56.09249878,17.58385542,91.819,22.236,0.2471,1.25
2020-03-24,0.0012,258.115,61.72000122,19.34796277,91.819,22.236,0.2471,1.25
2020-03-25,0.001,258.115,61.38000107,19.24137965,91.819,22.236,0.2471,1.25
2020-03-26,0.001,258.115,64.61000061,20.25391869,91.819,22.236,0.2471,1.25
2020-03-27,0.001,258.115,61.93500137,19.41536093,91.819,22.236,0.2471,1.25
2020-03-30,0.0009,258.115,63.70249939,19.96943555,91.819,22.236,0.2471,1.25
2020-03-31,0.0008,258.115,63.57249832,19.80451661,58.313,11.249,0.2448,0.64
2020-04-01,0.0006,256.389,60.22750092,18.76246134,58.313,11.249,0.2448,0.64
2020-04-02,0.0005,256.389,61.23249817,19.0755446,58.313,11.249,0.2448,0.64
2020-04-03,0.0005,256.389,60.35250092,18.80140215,58.313,11.249,0.2448,0.64
2020-04-06,0.0005,256.389,65.61750031,20.44158888,58.313,11.249,0.2448,0.64
2020-04-07,0.0005,256.389,64.85749817,20.20482809,58.313,11.249,0.2448,0.64
2020-04-08,0.0005,256.389,66.51750183,20.72196319,58.313,11.249,0.2448,0.64
2020-04-09,0.0005,256.389,66.99749756,20.87149457,58.313,11.249,0.2448,0.64
2020-04-13,0.0005,256.389,68.3125,21.28115265,58.313,11.249,0.2448,0.64
2020-04-14,0.0005,256.389,71.76249695,22.35591805,58.313,11.249,0.2448,0.64
2020-04-15,0.0005,256.389,71.10749817,22.15186859,58.313,11.249,0.2448,0.64
2020-04-16,0.0005,256.389,71.67250061,22.32788181,58.313,11.249,0.2448,0.64
2020-04-17,0.0005,256.389,70.69999695,22.02492117,58.313,11.249,0.2448,0.64
2020-04-20,0.0005,256.389,69.23249817,21.56775644,58.313,11.249,0.2448,0.64
2020-04-21,0.0005,256.389,67.09249878,20.90108996,58.313,11.249,0.2448,0.64
2020-04-22,0.0005,256.389,69.02500153,21.50311574,58.313,11.249,0.2448,0.64
2020-04-23,0.0004,256.389,68.75749969,21.41978184,58.313,11.249,0.2448,0.64
2020-04-24,0.0005,256.389,70.74250031,22.03816209,58.313,11.249,0.2448,0.64
2020-04-27,0.0004,256.389,70.79250336,22.05373936,58.313,11.249,0.2448,0.64
2020-04-28,0.0004,256.389,69.64499664,21.69626064,58.313,11.249,0.2448,0.64
2020-04-29,0.0004,256.389,71.93250275,22.40887936,58.313,11.249,0.2448,0.64
2020-04-30,0.0005,256.389,73.44999695,22.88161899,58.313,11.249,0.2448,0.64
2020-05-01,0.0005,256.394,72.26750183,22.51324045,58.313,11.249,0.2448,0.64
2020-05-04,0.0005,256.394,73.29000092,22.83177599,58.313,11.249,0.2448,0.64
2020-05-05,0.0005,256.394,74.38999939,23.17445464,58.313,11.249,0.2448,0.64
2020-05-06,0.0005,256.394,75.15750122,23.41355178,58.313,11.249,0.2448,0.64
2020-05-07,0.0005,256.394,75.93499756,23.65576248,58.313,11.249,0.2448,0.64
2020-05-08,0.0005,256.394,77.53250122,24.15342717,58.313,11.249,0.2448,0.64
2020-05-11,0.0005,256.394,78.75250244,24.53348986,58.313,11.249,0.2448,0.64
2020-05-12,0.0005,256.394,77.85250092,24.25311555,58.313,11.249,0.2448,0.64
2020-05-13,0.0005,256.394,76.91249847,23.9602799,58.313,11.249,0.2448,0.64
2020-05-14,0.0005,256.394,77.38500214,24.1074773,58.313,11.249,0.2448,0.64
2020-05-15,0.0005,256.394,76.92749786,23.96495261,58.313,11.249,0.2448,0.64
2020-05-18,0.0005,256.394,78.73999786,24.52959435,58.313,11.249,0.2448,0.64
2020-05-19,0.0005,256.394,78.28500366,24.38785161,58.313,11.249,0.2448,0.64
2020-05-20,0.0005,256.394,79.80750275,24.86215039,58.313,11.249,0.2448,0.64
2020-05-21,0.0005,256.394,79.21250153,24.67679175,58.313,11.249,0.2448,0.64
2020-05-22,0.0005,256.394,79.72250366,24.83567092,58.313,11.249,0.2448,0.64
2020-05-26,0.0005,256.394,79.18250275,24.66744634,58.313,11.249,0.2448,0.64
2020-05-27,0.0005,256.394,79.52749634,24.77492098,58.313,11.249,0.2448,0.64
2020-05-28,0.0005,256.394,79.5625,24.78582555,58.313,11.249,0.2448,0.64
2020-05-29,0.0005,256.394,79.48500061,24.76168243,58.313,11.249,0.2448,0.64
2020-06-01,0.0005,257.797,80.46250153,25.06619985,58.313,11.249,0.2448,0.64
2020-06-02,0.0006,257.797,80.83499908,25.18224271,58.313,11.249,0.2448,0.64
2020-06-03,0.0006,257.797,81.27999878,25.32087189,58.313,11.249,0.2448,0.64
2020-06-04,0.0006,257.797,80.58000183,25.10280431,58.313,11.249,0.2448,0.64
2020-06-05,0.0007,257.797,82.875,25.81775701,58.313,11.249,0.2448,0.64
2020-06-08,0.0007,257.797,83.36499786,25.97040432,58.313,11.249,0.2448,0.64
